DT_YEAR_COLLISION,DT_MONTH_COLLISION,DT_TIME,CD_NIS,TX_RGN_COLLISION_FR,TX_RGN_COLLISION_NL,TX_PROV_COLLISION_FR,TX_PROV_COLLISION_NL,TX_MUNTY_COLLISION_FR,TX_MUNTY_COLLISION_NL,MS_X_COORD,MS_Y_COORD,CD_CROSSWAY,TX_CROSSWAY_FR,TX_CROSSWAY_NL,CD_WEATHER,TX_WEATHER_FR,TX_WEATHER_NL,CD_ROAD_CONDITION,TX_ROAD_CONDITION_FR,TX_ROAD_CONDITION_NL,CD_BUILD_UP_AREA,TX_BUILD_UP_AREA_FR,TX_BUILD_UP_AREA_NL,CD_LIGHT_CONDITION,TX_LIGHT_CONDITION_FR,TX_LIGHT_CONDITION_NL,CD_ROAD_TYPE,CD_ROAD_TYPE_FR,CD_ROAD_TYPE_NL,CD_CLASS_ACCIDENTS,TX_CLASS_ACCIDENTS_FR,TX_CLASS_ACCIDENTS_NL,CD_ROAD_USR_TYPE1,TX_ROAD_USR_TYPE1_FR,TX_ROAD_USR_TYPE1_NL,CD_ROAD_USR_TYPE2,TX_ROAD_USR_TYPE2_FR,TX_ROAD_USR_TYPE2_NL,CD_COLLISION_TYPE,TX_COLLISON_TYPE_FR,TX_COLLISION_TYPE_NL,CD_OBSTACLES,TX_OBSTACLES_FR,TX_OBSTACLES_NL,LAT,LON
2024,01,00,13044,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Vorselaar,Vorselaar,176899.258689,214944.301439,2,Hors carrefour,Buiten Kruispunt,5,Chutes de neige,Sneeuwval,3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,04,Camion,Vrachtwagen,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,51.243784,4.753966
2024,01,12,13025,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Mol,Mol,203748.192035,221393.033241,2,Hors carrefour,Buiten Kruispunt,5,Chutes de neige,Sneeuwval,3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,62,51.299864,5.139391
2024,01,17,13053,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Laakdal,Laakdal,200792.252532,198499.422966,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,4,Nuit, pas d'éclairage public présent,Nacht, geen openbare verlichting aanwezig,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,51.094364,5.093804
2024,01,20,13019,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Lille,Lille,182048.615048,217888.480606,2,Hors carrefour,Buiten Kruispunt,5,Chutes de neige,Sneeuwval,3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,5,Nuit, éclairage public présent, mais pas allumé,Nacht, openb. verlicht. aanw., maar niet ontstoken,1,Autoroute,Autosnelweg,3,Avec blessé(s) grave(s),met zwaargewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,51.269983,4.827966
2024,01,04,12040,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Willebroek,Willebroek,148416.348301,195919.693116,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,51.073407,4.34616
2024,01,04,13010,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Grobbendonk,Grobbendonk,174454.878752,207767.192865,2,Hors carrefour,Buiten Kruispunt,5,Chutes de neige,Sneeuwval,3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,51.179383,4.718477
2024,01,00,12025,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Malines,Mechelen,155834.003917,193714.606498,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,51.053558,4.45196
2024,01,11,12041,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Puurs-Sint-Amands,Puurs-Sint-Amands,,,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1/4,Sec+Propre,Droog+Proper,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,3,Avec blessé(s) grave(s),met zwaargewonden,07,Motocyclette,Motorfiets,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,Pas d’obstacle,Geen hindernis,,
2024,01,14,13014,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Hoogstraten,Hoogstraten,174611.149192,238577.888354,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,04,Camion,Vrachtwagen,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,Pas d’obstacle,Geen hindernis,51.4563,4.722816
2024,01,09,13011,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Herentals,Herentals,180050.705492,205815.120242,1,Carrefour,Op Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,2,Route communale,Gemeenteweg,4,Avec blessé(s) leger(s),met lichtgewonden,04,Camion,Vrachtwagen,05,Camionnette,Lichte vrachtauto,1,Collision en chaîne (3 conducteurs ou plus),Kettingbotsing (3 bestuurders of meer),0,Pas d’obstacle,Geen hindernis,51.161572,4.798337
2024,01,23,13025,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Mol,Mol,205996.183388,222219.499442,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,4,Nuit, pas d'éclairage public présent,Nacht, geen openbare verlichting aanwezig,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,1,Collision en chaîne (3 conducteurs ou plus),Kettingbotsing (3 bestuurders of meer),0,51.307078,5.171748
2024,01,05,13008,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Geel,Geel,191736.110180,201332.414918,2,Hors carrefour,Buiten Kruispunt,5,Chutes de neige,Sneeuwval,2/3,Humide, mouillé, flaques+Verglas ou neige,Nat, plassen+Ijzel of sneeuw,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,51.120553,4.96486
2024,01,01,13046,Région flamande,Vlaams Gewest,Province d’Anvers,Provincie Antwerpen,Vosselaar,Vosselaar,187765.535146,220954.171373,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,5,Nuit, éclairage public présent, mais pas allumé,Nacht, openb. verlicht. aanw., maar niet ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,04,Camion,Vrachtwagen,3,Entre 2 conducteurs: Par l'arrière,51.297191,4.910198
2024,01,15,71037,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Lummen,Lummen,209888.374627,188386.078628,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,3,Avec blessé(s) grave(s),met zwaargewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,63,51.002591,5.221978
2024,01,05,73066,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Riemst,Riemst,,,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,,
2024,01,17,71070,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Heusden-Zolder,Heusden-Zolder,218206.540543,189559.074310,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,Pas d’obstacle,Geen hindernis,51.012215,5.340692
2024,01,21,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,237557.885762,184365.199378,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,5,Nuit, éclairage public présent, mais pas allumé,Nacht, openb. verlicht. aanw., maar niet ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,50.962932,5.615158
2024,01,13,73107,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Maasmechelen,Maasmechelen,241067.682018,183613.328874,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,50.955634,5.664924
2024,01,14,71004,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Beringen,Beringen,207465.780190,192505.416156,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,04,Camion,Vrachtwagen,04,Camion,Vrachtwagen,1,Collision en chaîne (3 conducteurs ou plus),Kettingbotsing (3 bestuurders of meer),51.039863,5.188114
2024,01,14,71037,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Lummen,Lummen,209857.493375,188347.078804,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,04,Camion,Vrachtwagen,4,Entre 2 conducteurs: Par le côté (avant/derrière-flanc),Tss. 2 best.: langs opzij (voor-/achterkant-flank),0,Pas d’obstacle,Geen hindernis,51.002244,5.221532
2024,01,21,71070,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Heusden-Zolder,Heusden-Zolder,,,2,Hors carrefour,Buiten Kruispunt,5,Chutes de neige,Sneeuwval,3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,,
2024,01,20,71070,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Heusden-Zolder,Heusden-Zolder,,,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,,
2024,01,17,72039,Région flamande,Vlaams Gewest,Province de Limbourg,Provincie Limburg,Houthalen-Helchteren,Houthalen-Helchteren,218726.525071,189571.471694,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,2,Aube, crépuscule,Dageraad - schemering,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,Pas d’obstacle,51.012265,5.348103
2024,01,16,42023,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Waasmunster,Waasmunster,127689.526149,199489.541867,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,1,Collision en chaîne (3 conducteurs ou plus),Kettingbotsing (3 bestuurders of meer),0,Pas d’obstacle,Geen hindernis,51.105069,4.05021
2024,01,08,46014,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Lokeren,Lokeren,119309.151988,195809.344049,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,51.071606,3.930868
2024,01,02,41002,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Alost,Aalst,127420.280027,178233.468809,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,5,Nuit, éclairage public présent, mais pas allumé,Nacht, openb. verlicht. aanw., maar niet ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,50.913989,4.047676
2024,01,05,46025,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Tamise,Temse,137817.769002,204096.875101,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,5,Nuit, éclairage public présent, mais pas allumé,Nacht, openb. verlicht. aanw., maar niet ontstoken,1,Autoroute,Autosnelweg,3,Avec blessé(s) grave(s),met zwaargewonden,05,Camionnette,Lichte vrachtauto,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,51.146784,4.194666
2024,01,08,41034,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Lede,Lede,115787.996394,182736.247355,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,Pas d’obstacle,Geen hindernis,50.953897,3.881852
2024,01,18,46025,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Tamise,Temse,136685.304375,203563.366511,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,05,Camionnette,Lichte vrachtauto,A,Entre 2 conducteurs: Flanc contre flanc,Tussen 2 bestuurders: Flank tegen flank,0,51.141964,4.178502
2024,01,17,46003,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Beveren,Beveren,144528.170099,219713.577084,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,04,Camion,Vrachtwagen,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,51.287255,4.290327
2024,01,08,46014,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Lokeren,Lokeren,121994.608396,196047.271513,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,1,Collision en chaîne (3 conducteurs ou plus),Kettingbotsing (3 bestuurders of meer),0,Pas d’obstacle,Geen hindernis,51.073881,3.969165
2024,01,05,46003,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Beveren,Beveren,143564.694783,217769.370814,2,Hors carrefour,Buiten Kruispunt,7,Autre (fumée épaisse,...),Andere (dikke rook,...),3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,07,Motocyclette,Motorfiets,10,usager seul,één bestuurder,51.269771,4.276552
2024,01,18,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,106201.515275,188580.335097,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,1,51.005785,3.744726
2024,01,16,44040,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Melle,Melle,110512.520562,186518.674594,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,05,Camionnette,Lichte vrachtauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,Pas d’obstacle,Geen hindernis,50.987562,3.806368
2024,01,07,44043,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Merelbeke,Merelbeke,107759.651056,187926.712779,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,Pas d’obstacle,Geen hindernis,51.000025,3.767
2024,01,09,43018,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Zelzate,Zelzate,109703.847178,209396.217665,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,3,Avec blessé(s) grave(s),met zwaargewonden,05,Camionnette,Lichte vrachtauto,04,Camion,Vrachtwagen,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,Pas d’obstacle,Geen hindernis,51.193143,3.792325
2024,01,14,44021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Gand,Gent,110206.116030,196623.745099,2,Hors carrefour,Buiten Kruispunt,5,Chutes de neige,Sneeuwval,3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,51.078373,3.800905
2024,01,20,43002,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Assenede,Assenede,107510.351693,210069.942640,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,5,Nuit, éclairage public présent, mais pas allumé,Nacht, openb. verlicht. aanw., maar niet ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,51.199041,3.760869
2024,01,06,44043,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Merelbeke,Merelbeke,108016.000000,188049.688000,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,3,Verglas, neige,Ijzel, sneeuw,2,Hors agglomération,buiten bebouwde kom,4,Nuit, pas d'éclairage public présent,Nacht, geen openbare verlichting aanwezig,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,07,Motocyclette,Motorfiets,10,usager seul,één bestuurder, geen hindernis,8,51.001149,3.770638
2024,01,09,44084,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Aalter,Aalter, 80887.553502,199563.433230,2,Hors carrefour,Buiten Kruispunt,2,Pluie,Regenval,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,10,usager seul,één bestuurder, geen hindernis,8,Un seul usager,51.10204,3.382016
2024,01,06,46014,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Lokeren,Lokeren,120404.559294,195882.924334,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,Usager contre obstacle situé hors chaussée,Weggebruiker tegen hindernis buiten rijbaan,61,51.072324,3.946491
2024,01,14,46021,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Sint-Niklaas,Sint-Niklaas,134882.931867,203091.773856,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,09,Voiture,personenauto,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,Pas d’obstacle,Geen hindernis,51.137681,4.152767
2024,01,16,42028,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Zele,Zele,122694.246279,196110.147419,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,1,Sec,Droog,2,Hors agglomération,buiten bebouwde kom,1,Jour,Dag,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,04,Camion,Vrachtwagen,3,Entre 2 conducteurs: Par l'arrière,Tussen 2 bestuurders: Langs achteren,0,Pas d’obstacle,Geen hindernis,51.074479,3.979142
2024,01,21,42025,Région flamande,Vlaams Gewest,Province de Flandre orientale,Provincie Oost-Vlaanderen,Wetteren,Wetteren,113693.520228,184102.511339,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,5,Nuit, éclairage public présent, mais pas allumé,Nacht, openb. verlicht. aanw., maar niet ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,05,Camionnette,Lichte vrachtauto,04,Camion,50.966051,3.85191
2024,01,06,34040,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Waregem,Waregem, 86177.121993,175080.197364,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,5,Nuit, éclairage public présent, mais pas allumé,Nacht, openb. verlicht. aanw., maar niet ontstoken,1,Autoroute,Autosnelweg,1,Avec tué(s),Met doden,04,Camion,Vrachtwagen,09,Voiture,50.882581,3.461796
2024,01,03,34022,Région flamande,Vlaams Gewest,Province de Flandre occidentale,Provincie West-Vlaanderen,Courtrai,Kortrijk, 72250.578141,166878.641124,2,Hors carrefour,Buiten Kruispunt,1,Normales,Normaal,2,Humide, mouillé, flaques,Nat, plassen,2,Hors agglomération,buiten bebouwde kom,3,Nuit, éclairage public présent et allumé,Nacht, openbare verlichting aanwezig en ontstoken,1,Autoroute,Autosnelweg,4,Avec blessé(s) leger(s),met lichtgewonden,09,Voiture,personenauto,11,usager/obstacle,een weggebruiker tegen een hindernis,7,50.807166,3.265649
